"","sci_name","Group"
"13438","Mastacembelus micropectus","Fish"
"13439","Mastacembelus moorii","Fish"
"13440","Mastacembelus niger","Fish"
"13441","Mastacembelus nigromarginatus","Fish"
"13442","Mastacembelus notophthalmus","Fish"
"13443","Mastacembelus oatesii","Fish"
"13444","Mastacembelus ophidium","Fish"
"13445","Mastacembelus paucispinis","Fish"
"13446","Mastacembelus plagiostomus","Fish"
"13447","Mastacembelus platysoma","Fish"
"13448","Mastacembelus praensis","Fish"
"13449","Mastacembelus robertsi","Fish"
"13450","Mastacembelus sanagali","Fish"
"13451","Mastacembelus seiteri","Fish"
"13452","Mastacembelus sexdecimspinus","Fish"
"13453","Mastacembelus shiranus","Fish"
"13454","Mastacembelus taiaensis","Fish"
"13455","Mastacembelus tanganicae","Fish"
"13456","Mastacembelus tinwini","Fish"
"13457","Mastacembelus traversi","Fish"
"13458","Mastacembelus unicolor","Fish"
"13459","Mastacembelus vanderwaali","Fish"
"13460","Mastacembelus zebratus","Fish"
"13461","Mastiglanis asopos","Fish"
"13462","Mauligobius nigri","Fish"
"13463","Meda fulgida","Fish"
"13464","Megadontognathus cuyuniensis","Fish"
"13465","Megadontognathus kaitukaensis","Fish"
"13466","Megalancistrus barrae","Fish"
"13467","Megalancistrus parananus","Fish"
"13468","Megalechis picta","Fish"
"13469","Megalechis thoracata","Fish"
"13470","Megaleporinus brinco","Fish"
"13471","Megaleporinus conirostris","Fish"
"13472","Megaleporinus elongatus","Fish"
"13473","Megaleporinus macrocephalus","Fish"
"13474","Megaleporinus obtusidens","Fish"
"13475","Megaleporinus piavussu","Fish"
"13476","Megaleporinus reinhardti","Fish"
"13477","Megaleporinus trifasciatus","Fish"
"13478","Megalobrama mantschuricus","Fish"
"13479","Megalobrama pellegrini","Fish"
"13480","Megalocentor echthrus","Fish"
"13481","Megalocottus taeniopterus","Fish"
"13482","Megalodoras guayoensis","Fish"
"13483","Megalonema amaxanthum","Fish"
"13484","Megalonema orixanthum","Fish"
"13485","Megalonema platanum","Fish"
"13486","Megalonema platycephalum","Fish"
"13487","Megalonema psammium","Fish"
"13488","Megalonema xanthum","Fish"
"13489","Mekongina erythrospila","Fish"
"13490","Melanocharacidium auroradiatum","Fish"
"13491","Melanocharacidium depressum","Fish"
"13492","Melanocharacidium dispilomma","Fish"
"13493","Melanocharacidium nigrum","Fish"
"13494","Melanocharacidium pectorale","Fish"
"13495","Melanocharacidium rex","Fish"
"13496","Melanorivulus aithogrammus","Fish"
"13497","Melanorivulus apiamici","Fish"
"13498","Melanorivulus crixas","Fish"
"13499","Melanorivulus formosensis","Fish"
"13500","Melanorivulus giarettai","Fish"
"13501","Melanorivulus illuminatus","Fish"
"13502","Melanorivulus imperatrizensis","Fish"
"13503","Melanorivulus ivinhemensis","Fish"
"13504","Melanorivulus jalapensis","Fish"
"13505","Melanorivulus javahe","Fish"
"13506","Melanorivulus karaja","Fish"
"13507","Melanorivulus kayabi","Fish"
"13508","Melanorivulus kayapo","Fish"
"13509","Melanorivulus kunzei","Fish"
"13510","Melanorivulus litteratus","Fish"
"13511","Melanorivulus megaroni","Fish"
"13512","Melanorivulus modestus","Fish"
"13513","Melanorivulus pictus","Fish"
"13514","Melanorivulus pinima","Fish"
"13515","Melanorivulus rubromarginatus","Fish"
"13516","Melanorivulus rubroreticulatus","Fish"
"13517","Melanorivulus rutilicaudus","Fish"
"13518","Melanorivulus salmonicaudus","Fish"
"13519","Melanorivulus scalaris","Fish"
"13520","Melanorivulus schuncki","Fish"
"13521","Melanorivulus ubirajarai","Fish"
"13522","Melanorivulus violaceus","Fish"
"13523","Melanorivulus vittatus","Fish"
"13524","Melanorivulus wallacei","Fish"
"13525","Melanorivulus zygonectes","Fish"
"13526","Melanotaenia affinis","Fish"
"13527","Melanotaenia ajamaruensis","Fish"
"13528","Melanotaenia albimarginata","Fish"
"13529","Melanotaenia ammeri","Fish"
"13530","Melanotaenia angfa","Fish"
"13531","Melanotaenia archboldi","Fish"
"13532","Melanotaenia arfakensis","Fish"
"13533","Melanotaenia arguni","Fish"
"13534","Melanotaenia aruensis","Fish"
"13535","Melanotaenia australis","Fish"
"13536","Melanotaenia batanta","Fish"
"13537","Melanotaenia boesemani","Fish"
"13538","Melanotaenia bowmani","Fish"
"13539","Melanotaenia caerulea","Fish"
"13540","Melanotaenia catherinae","Fish"
"13541","Melanotaenia duboulayi","Fish"
"13542","Melanotaenia dumasi","Fish"
"13543","Melanotaenia eachamensis","Fish"
"13544","Melanotaenia ericrobertsi","Fish"
"13545","Melanotaenia etnaensis","Fish"
"13546","Melanotaenia exquisita","Fish"
"13547","Melanotaenia fasinensis","Fish"
"13548","Melanotaenia flavipinnis","Fish"
"13549","Melanotaenia fluviatilis","Fish"
"13550","Melanotaenia fredericki","Fish"
"13551","Melanotaenia garylangei","Fish"
"13552","Melanotaenia goldiei","Fish"
"13553","Melanotaenia gracilis","Fish"
"13554","Melanotaenia grunwaldi","Fish"
"13555","Melanotaenia herbertaxelrodi","Fish"
"13556","Melanotaenia irianjaya","Fish"
"13557","Melanotaenia iris","Fish"
"13558","Melanotaenia japenensis","Fish"
"13559","Melanotaenia kamaka","Fish"
"13560","Melanotaenia klasioensis","Fish"
"13561","Melanotaenia kokasensis","Fish"
"13562","Melanotaenia kolaensis","Fish"
"13563","Melanotaenia lacunosa","Fish"
"13564","Melanotaenia lacustris","Fish"
"13565","Melanotaenia lakamora","Fish"
"13566","Melanotaenia laticlavia","Fish"
"13567","Melanotaenia longispina","Fish"
"13568","Melanotaenia maccullochi","Fish"
"13569","Melanotaenia mairasi","Fish"
"13570","Melanotaenia mamahensis","Fish"
"13571","Melanotaenia manibuii","Fish"
"13572","Melanotaenia maylandi","Fish"
"13573","Melanotaenia misoolensis","Fish"
"13574","Melanotaenia monticola","Fish"
"13575","Melanotaenia mubiensis","Fish"
"13576","Melanotaenia multiradiata","Fish"
"13577","Melanotaenia naramasae","Fish"
"13578","Melanotaenia nigrans","Fish"
"13579","Melanotaenia novaeguineae","Fish"
"13580","Melanotaenia ogilbyi","Fish"
"13581","Melanotaenia oktediensis","Fish"
"13582","Melanotaenia papuae","Fish"
"13583","Melanotaenia parkinsoni","Fish"
"13584","Melanotaenia patoti","Fish"
"13585","Melanotaenia picta","Fish"
"13586","Melanotaenia pierucciae","Fish"
"13587","Melanotaenia pimaensis","Fish"
"13588","Melanotaenia praecox","Fish"
"13589","Melanotaenia pygmaea","Fish"
"13590","Melanotaenia rubripinnis","Fish"
"13591","Melanotaenia rubrivittata","Fish"
"13592","Melanotaenia rubrostriata","Fish"
"13593","Melanotaenia rumberponensis","Fish"
"13594","Melanotaenia sahulensis","Fish"
"13595","Melanotaenia salawati","Fish"
"13596","Melanotaenia sembrae","Fish"
"13597","Melanotaenia senckenbergiana","Fish"
"13598","Melanotaenia sexlineata","Fish"
"13599","Melanotaenia sikuensis","Fish"
"13600","Melanotaenia sneideri","Fish"
"13601","Melanotaenia splendida","Fish"
"13602","Melanotaenia susii","Fish"
"13603","Melanotaenia sylvatica","Fish"
"13604","Melanotaenia synergos","Fish"
"13605","Melanotaenia trifasciata","Fish"
"13606","Melanotaenia urisa","Fish"
"13607","Melanotaenia utcheensis","Fish"
"13608","Melanotaenia vanheurni","Fish"
"13609","Melanotaenia veoliae","Fish"
"13610","Melanotaenia wanoma","Fish"
"13611","Melanotaenia wilsoni","Fish"
"13612","Melanotaenia wokamensis","Fish"
"13613","Membras martinica","Fish"
"13614","Menidia audens","Fish"
"13615","Menidia beryllina","Fish"
"13616","Menidia colei","Fish"
"13617","Menidia extensa","Fish"
"13618","Merodoras nheco","Fish"
"13619","Mesoborus crocodilus","Fish"
"13620","Mesocottus haitej","Fish"
"13621","Mesogobio tumenensis","Fish"
"13622","Mesogobius batrachocephalus","Fish"
"13623","Mesonoemacheilus pambarensis","Fish"
"13624","Mesonoemacheilus remadevii","Fish"
"13625","Mesonoemacheilus tambaraparniensis","Fish"
"13626","Mesonoemacheilus triangularis","Fish"
"13627","Mesopotamichthys sharpeyi","Fish"
"13628","Metaloricaria nijsseni","Fish"
"13629","Metaloricaria paucidens","Fish"
"13630","Metynnis argenteus","Fish"
"13631","Metynnis cuiaba","Fish"
"13632","Metynnis fasciatus","Fish"
"13633","Metynnis hypsauchen","Fish"
"13634","Metynnis lippincottianus","Fish"
"13635","Metynnis luna","Fish"
"13636","Metynnis maculatus","Fish"
"13637","Metynnis otuquensis","Fish"
"13638","Metynnis polystictus","Fish"
"13639","Metzia formosae","Fish"
"13640","Metzia lineata","Fish"
"13641","Micralestes acutidens","Fish"
"13642","Micralestes argyrotaenia","Fish"
"13643","Micralestes comoensis","Fish"
"13644","Micralestes congicus","Fish"
"13645","Micralestes eburneensis","Fish"
"13646","Micralestes elongatus","Fish"
"13647","Micralestes fodori","Fish"
"13648","Micralestes humilis","Fish"
"13649","Micralestes lualabae","Fish"
"13650","Micralestes occidentalis","Fish"
"13651","Micralestes pabrensis","Fish"
"13652","Micralestes sardina","Fish"
"13653","Micralestes stormsi","Fish"
"13654","Microcambeva barbata","Fish"
"13655","Microcharacidium eleotrioides","Fish"
"13656","Microcharacidium geryi","Fish"
"13657","Microcharacidium gnomus","Fish"
"13658","Microcharacidium weitzmani","Fish"
"13659","Microdevario kubotai","Fish"
"13660","Microdevario nanus","Fish"
"13661","Microgadus tomcod","Fish"
"13662","Microgenys minuta","Fish"
"13663","Microglanis carlae","Fish"
"13664","Microglanis cottoides","Fish"
"13665","Microglanis eurystoma","Fish"
"13666","Microglanis garavelloi","Fish"
"13667","Microglanis iheringi","Fish"
"13668","Microglanis leptostriatus","Fish"
"13669","Microglanis maculatus","Fish"
"13670","Microglanis malabarbai","Fish"
"13671","Microglanis minutus","Fish"
"13672","Microglanis nigrolineatus","Fish"
"13673","Microglanis parahybae","Fish"
"13674","Microglanis pataxo","Fish"
"13675","Microglanis pellopterygius","Fish"
"13676","Microglanis pleriqueater","Fish"
"13677","Microglanis poecilus","Fish"
"13678","Microglanis robustus","Fish"
"13679","Microglanis secundus","Fish"
"13680","Microglanis variegatus","Fish"
"13681","Microglanis zonatus","Fish"
"13682","Microgobius brevispinis","Fish"
"13683","Microgobius gulosus","Fish"
"13684","Microgobius tabogensis","Fish"
"13685","Microlepidogaster arachas","Fish"
"13686","Microlepidogaster dimorpha","Fish"
"13687","Microlepidogaster longicolla","Fish"
"13688","Microlepidogaster negomata","Fish"
"13689","Microlepidogaster perforatus","Fish"
"13690","Micromischodus sugillatus","Fish"
"13691","Micromoema xiphophora","Fish"
"13692","Micromyzon akamai","Fish"
"13693","Micronema hexapterus","Fish"
"13694","Micropanchax bracheti","Fish"
"13695","Micropanchax camerunensis","Fish"
"13696","Micropanchax ehrichi","Fish"
"13697","Micropanchax hutereaui","Fish"
"13698","Micropanchax johnstoni","Fish"
"13699","Micropanchax katangae","Fish"
"13700","Micropanchax keilhacki","Fish"
"13701","Micropanchax kingii","Fish"
"13702","Micropanchax loati","Fish"
"13703","Micropanchax myaposae","Fish"
"13704","Micropanchax pfaffi","Fish"
"13705","Micropercops cinctus","Fish"
"13706","Micropercops swinhonis","Fish"
"13707","Microphilypnus macrostoma","Fish"
"13708","Microphilypnus ternetzi","Fish"
"13709","Microphis argulus","Fish"
"13710","Microphis brachyurus","Fish"
"13711","Microphis deocata","Fish"
"13712","Microphis insularis","Fish"
"13713","Microphis leiaspis","Fish"
"13714","Microphis manadensis","Fish"
"13715","Microphis mento","Fish"
"13716","Microphis pleurostictus","Fish"
"13717","Microphis retzii","Fish"
"13718","Microphysogobio amurensis","Fish"
"13719","Microphysogobio anudarini","Fish"
"13720","Microphysogobio kachekensis","Fish"
"13721","Microphysogobio yaluensis","Fish"
"13722","Microrasbora rubescens","Fish"
"13723","Microschemobrycon callops","Fish"
"13724","Microschemobrycon casiquiare","Fish"
"13725","Microschemobrycon elongatus","Fish"
"13726","Microschemobrycon geisleri","Fish"
"13727","Microschemobrycon guaporensis","Fish"
"13728","Microschemobrycon melanotus","Fish"
"13729","Microschemobrycon meyburgi","Fish"
"13730","Microsternarchus bilineatus","Fish"
"13731","Microsternarchus brevis","Fish"
"13732","Microstomatichthyoborus bashforddeani","Fish"
"13733","Microstomatichthyoborus katangae","Fish"
"13734","Microsynodontis christyi","Fish"
"13735","Microsynodontis polli","Fish"
"13736","Microthrissa minuta","Fish"
"13737","Microthrissa royauxi","Fish"
"13738","Microthrissa whiteheadi","Fish"
"13739","Millerichthys robustus","Fish"
"13740","Milyeringa justitia","Fish"
"13741","Milyeringa veritas","Fish"
"13742","Mimagoniates barberi","Fish"
"13743","Mimagoniates inequalis","Fish"
"13744","Mimagoniates lateralis","Fish"
"13745","Mimagoniates microlepis","Fish"
"13746","Mimagoniates rheocharis","Fish"
"13747","Mimagoniates sylvicola","Fish"
"13748","Minyclupeoides dentibranchialus","Fish"
"13749","Minytrema melanops","Fish"
"13750","Misgurnus buphoensis","Fish"
"13751","Misgurnus dabryanus","Fish"
"13752","Misgurnus fossilis","Fish"
"13753","Misgurnus mohoity","Fish"
"13754","Misgurnus nikolskyi","Fish"
"13755","Mistichthys luzonensis","Fish"
"13756","Miuroglanis platycephalus","Fish"
"13757","Mixobrycon ribeiroi","Fish"
"13758","Mochokiella paynei","Fish"
"13759","Mochokus niloticus","Fish"
"13760","Moema claudiae","Fish"
"13761","Moema heterostigma","Fish"
"13762","Moema nudifrontata","Fish"
"13763","Moema obliqua","Fish"
"13764","Moema ortegai","Fish"
"13765","Moema piriana","Fish"
"13766","Moema portugali","Fish"
"13767","Moema rubrocaudata","Fish"
"13768","Moema schleseri","Fish"
"13769","Moema staecki","Fish"
"13770","Moenkhausia agnesae","Fish"
"13771","Moenkhausia atahualpiana","Fish"
"13772","Moenkhausia aurantia","Fish"
"13773","Moenkhausia bonita","Fish"
"13774","Moenkhausia browni","Fish"
"13775","Moenkhausia celibela","Fish"
"13776","Moenkhausia ceros","Fish"
"13777","Moenkhausia chlorophthalma","Fish"
"13778","Moenkhausia chrysargyrea","Fish"
"13779","Moenkhausia collettii","Fish"
"13780","Moenkhausia comma","Fish"
"13781","Moenkhausia cosmops","Fish"
"13782","Moenkhausia costae","Fish"
"13783","Moenkhausia cotinho","Fish"
"13784","Moenkhausia dasalmas","Fish"
"13785","Moenkhausia diamantina","Fish"
"13786","Moenkhausia dichroura","Fish"
"13787","Moenkhausia diktyota","Fish"
"13788","Moenkhausia eigenmanni","Fish"
"13789","Moenkhausia eurystaenia","Fish"
"13790","Moenkhausia forestii","Fish"
"13791","Moenkhausia georgiae","Fish"
"13792","Moenkhausia gracilima","Fish"
"13793","Moenkhausia grandisquamis","Fish"
"13794","Moenkhausia hasemani","Fish"
"13795","Moenkhausia heikoi","Fish"
"13796","Moenkhausia hemigrammoides","Fish"
"13797","Moenkhausia hysterosticta","Fish"
"13798","Moenkhausia icae","Fish"
"13799","Moenkhausia inrai","Fish"
"13800","Moenkhausia intermedia","Fish"
"13801","Moenkhausia jamesi","Fish"
"13802","Moenkhausia justae","Fish"
"13803","Moenkhausia lata","Fish"
"13804","Moenkhausia lepidura","Fish"
"13805","Moenkhausia lopesi","Fish"
"13806","Moenkhausia loweae","Fish"
"13807","Moenkhausia margitae","Fish"
"13808","Moenkhausia megalops","Fish"
"13809","Moenkhausia melogramma","Fish"
"13810","Moenkhausia metae","Fish"
"13811","Moenkhausia mikia","Fish"
"13812","Moenkhausia moisae","Fish"
"13813","Moenkhausia naponis","Fish"
"13814","Moenkhausia nigromarginata","Fish"
"13815","Moenkhausia oligolepis","Fish"
"13816","Moenkhausia ovalis","Fish"
"13817","Moenkhausia pankilopteryx","Fish"
"13818","Moenkhausia petymbuaba","Fish"
"13819","Moenkhausia phaeonota","Fish"
"13820","Moenkhausia pirauba","Fish"
"13821","Moenkhausia plumbea","Fish"
"13822","Moenkhausia pyrophthalma","Fish"
"13823","Moenkhausia rubra","Fish"
"13824","Moenkhausia sanctaefilomenae","Fish"
"13825","Moenkhausia shideleri","Fish"
"13826","Moenkhausia simulata","Fish"
"13827","Moenkhausia surinamensis","Fish"
"13828","Moenkhausia tergimacula","Fish"
"13829","Moenkhausia vittata","Fish"
"13830","Moenkhausia xinguensis","Fish"
"13831","Mogurnda adspersa","Fish"
"13832","Mogurnda aiwasoensis","Fish"
"13833","Mogurnda aurifodinae","Fish"
"13834","Mogurnda cingulata","Fish"
"13835","Mogurnda clivicola","Fish"
"13836","Mogurnda furva","Fish"
"13837","Mogurnda kaifayama","Fish"
"13838","Mogurnda kaimana","Fish"
"13839","Mogurnda kutubuensis","Fish"
"13840","Mogurnda larapintae","Fish"
"13841","Mogurnda lineata","Fish"
"13842","Mogurnda maccuneae","Fish"
"13843","Mogurnda magna","Fish"
"13844","Mogurnda malsmithi","Fish"
"13845","Mogurnda mbuta","Fish"
"13846","Mogurnda mogurnda","Fish"
"13847","Mogurnda mosa","Fish"
"13848","Mogurnda oligolepis","Fish"
"13849","Mogurnda orientalis","Fish"
"13850","Mogurnda pardalis","Fish"
"13851","Mogurnda pulchra","Fish"
"13852","Mogurnda spilota","Fish"
"13853","Mogurnda thermophila","Fish"
"13854","Mogurnda variegata","Fish"
"13855","Mogurnda vitta","Fish"
"13856","Mogurnda wapoga","Fish"
"13857","Monopterus albus","Fish"
"13858","Monopterus desilvai","Fish"
"13859","Monopterus fossorius","Fish"
"13860","Monopterus indicus","Fish"
"13861","Monopterus javanensis","Fish"
"13862","Monotocheirodon pearsoni","Fish"
"13863","Mormyrops anguilloides","Fish"
"13864","Mormyrops attenuatus","Fish"
"13865","Mormyrops boulengeri","Fish"
"13866","Mormyrops breviceps","Fish"
"13867","Mormyrops caballus","Fish"
"13868","Mormyrops curtus","Fish"
"13869","Mormyrops engystoma","Fish"
"13870","Mormyrops furcidens","Fish"
"13871","Mormyrops lineolatus","Fish"
"13872","Mormyrops mariae","Fish"
"13873","Mormyrops masuianus","Fish"
"13874","Mormyrops nigricans","Fish"
"13875","Mormyrops oudoti","Fish"
"13876","Mormyrops sirenoides","Fish"
"13877","Mormyrops zanclirostris","Fish"
"13878","Mormyrus bernhardi","Fish"
"13879","Mormyrus caschive","Fish"
"13880","Mormyrus cyaneus","Fish"
"13881","Mormyrus hasselquistii","Fish"
"13882","Mormyrus iriodes","Fish"
"13883","Mormyrus kannume","Fish"
"13884","Mormyrus lacerda","Fish"
"13885","Mormyrus longirostris","Fish"
"13886","Mormyrus macrocephalus","Fish"
"13887","Mormyrus macrophthalmus","Fish"
"13888","Mormyrus niloticus","Fish"
"13889","Mormyrus ovis","Fish"
"13890","Mormyrus rume","Fish"
"13891","Mormyrus subundulatus","Fish"
"13892","Mormyrus tapirus","Fish"
"13893","Mormyrus tenuirostris","Fish"
"13894","Moxostoma anisurum","Fish"
"13895","Moxostoma ariommum","Fish"
"13896","Moxostoma breviceps","Fish"
"13897","Moxostoma carinatum","Fish"
"13898","Moxostoma cervinum","Fish"
"13899","Moxostoma collapsum","Fish"
"13900","Moxostoma congestum","Fish"
"13901","Moxostoma duquesnii","Fish"
"13902","Moxostoma erythrurum","Fish"
"13903","Moxostoma hubbsi","Fish"
"13904","Moxostoma lachneri","Fish"
"13905","Moxostoma macrolepidotum","Fish"
"13906","Moxostoma mascotae","Fish"
"13907","Moxostoma pappillosum","Fish"
"13908","Moxostoma pisolabrum","Fish"
"13909","Moxostoma poecilurum","Fish"
"13910","Moxostoma robustum","Fish"
"13911","Moxostoma rupiscartes","Fish"
"13912","Moxostoma valenciennesi","Fish"
"13913","Mugil cephalus","Fish"
"13914","Mugil curema","Fish"
"13915","Mugil trichodon","Fish"
"13916","Mugilogobius adeia","Fish"
"13917","Mugilogobius cagayanensis","Fish"
"13918","Mugilogobius cavifrons","Fish"
"13919","Mugilogobius chulae","Fish"
"13920","Mugilogobius fusculus","Fish"
"13921","Mugilogobius fuscus","Fish"
"13922","Mugilogobius hitam","Fish"
"13923","Mugilogobius latifrons","Fish"
"13924","Mugilogobius lepidotus","Fish"
"13925","Mugilogobius mertoni","Fish"
"13926","Mugilogobius notospilus","Fish"
"13927","Mugilogobius platystoma","Fish"
"13928","Mugilogobius rambaiae","Fish"
"13929","Mugilogobius rexi","Fish"
"13930","Mugilogobius rivulus","Fish"
"13931","Mugilogobius wilsoni","Fish"
"13932","Muraenesox cinereus","Fish"
"13933","Muraenichthys gymnopterus","Fish"
"13934","Mustura prashadi","Fish"
"13935","Myersglanis jayarami","Fish"
"13936","Mylesinus paraschomburgkii","Fish"
"13937","Mylesinus paucisquamatus","Fish"
"13938","Mylesinus schomburgkii","Fish"
"13939","Myleus micans","Fish"
"13940","Myleus pacu","Fish"
"13941","Mylocheilus caurinus","Fish"
"13942","Mylopharodon conocephalus","Fish"
"13943","Mylopharyngodon piceus","Fish"
"13944","Myloplus arnoldi","Fish"
"13945","Myloplus levis","Fish"
"13946","Myloplus planquettei","Fish"
"13947","Myloplus rubripinnis","Fish"
"13948","Myloplus ternetzi","Fish"
"13949","Mylossoma albiscopum","Fish"
"13950","Mylossoma duriventre","Fish"
"13951","Myoglanis aspredinoides","Fish"
"13952","Myoglanis koepckei","Fish"
"13953","Myoglanis potaroensis","Fish"
"13954","Myomyrus macrodon","Fish"
"13955","Myomyrus macrops","Fish"
"13956","Myomyrus pharao","Fish"
"13957","Myoxocephalus quadricornis","Fish"
"13958","Myoxocephalus thompsonii","Fish"
"13959","Mystacoleucus argenteus","Fish"
"13960","Mystacoleucus atridorsalis","Fish"
"13961","Mystacoleucus chilopterus","Fish"
"13962","Mystacoleucus ectypus","Fish"
"13963","Mystacoleucus greenwayi","Fish"
"13964","Mystacoleucus lepturus","Fish"
"13965","Mystacoleucus marginatus","Fish"
"13966","Mystacoleucus obtusirostris","Fish"
"13967","Mystacoleucus padangensis","Fish"
"13968","Mystus abbreviatus","Fish"
"13969","Mystus albolineatus","Fish"
"13970","Mystus ankutta","Fish"
"13971","Mystus armatus","Fish"
"13972","Mystus atrifasciatus","Fish"
"13973","Mystus bimaculatus","Fish"
"13974","Mystus bleekeri","Fish"
"13975","Mystus carcio","Fish"
"13976","Mystus castaneus","Fish"
"13977","Mystus cavasius","Fish"
"13978","Mystus dibrugarensis","Fish"
"13979","Mystus falcarius","Fish"
"13980","Mystus gulio","Fish"
"13981","Mystus horai","Fish"
"13982","Mystus keletius","Fish"
"13983","Mystus leucophasis","Fish"
"13984","Mystus montanus","Fish"
"13985","Mystus multiradiatus","Fish"
"13986","Mystus mysticetus","Fish"
"13987","Mystus nanus","Fish"
"13988","Mystus nigriceps","Fish"
"13989","Mystus oculatus","Fish"
"13990","Mystus pulcher","Fish"
"13991","Mystus punctifer","Fish"
"13992","Mystus rufescens","Fish"
"13993","Mystus seengtee","Fish"
"13994","Mystus singaringan","Fish"
"13995","Mystus vittatus","Fish"
"13996","Mystus wolffii","Fish"
"13997","Mystus zeylanicus","Fish"
"13998","Myxiops aphos","Fish"
"13999","Myxocyprinus asiaticus","Fish"
"14000","Myxus capensis","Fish"
"14001","Nagaichthys filipes","Fish"
"14002","Nangra assamensis","Fish"
"14003","Nangra nangra","Fish"
"14004","Nangra robusta","Fish"
"14005","Nannaethiops unitaeniatus","Fish"
"14006","Nannocharax altus","Fish"
"14007","Nannocharax ansorgii","Fish"
"14008","Nannocharax brevis","Fish"
"14009","Nannocharax elongatus","Fish"
"14010","Nannocharax fasciatus","Fish"
"14011","Nannocharax gracilis","Fish"
"14012","Nannocharax intermedius","Fish"
"14013","Nannocharax latifasciatus","Fish"
"14014","Nannocharax lineomaculatus","Fish"
"14015","Nannocharax luapulae","Fish"
"14016","Nannocharax macropterus","Fish"
"14017","Nannocharax maculicauda","Fish"
"14018","Nannocharax occidentalis","Fish"
"14019","Nannocharax parvus","Fish"
"14020","Nannocharax procatopus","Fish"
"14021","Nannocharax rubrolabiatus","Fish"
"14022","Nannocharax schoutedeni","Fish"
"14023","Nannocharax seyboldi","Fish"
"14024","Nannocharax taenia","Fish"
"14025","Nannoglanis fasciatus","Fish"
"14026","Nannopetersius lamberti","Fish"
"14027","Nannoplecostomus eleonorae","Fish"
"14028","Nannoptopoma spectabile","Fish"
"14029","Nannoptopoma sternoptychum","Fish"
"14030","Nannostomus anduzei","Fish"
"14031","Nannostomus beckfordi","Fish"
"14032","Nannostomus bifasciatus","Fish"
"14033","Nannostomus britskii","Fish"
"14034","Nannostomus digrammus","Fish"
"14035","Nannostomus eques","Fish"
"14036","Nannostomus espei","Fish"
"14037","Nannostomus harrisoni","Fish"
"14038","Nannostomus limatus","Fish"
"14039","Nannostomus marginatus","Fish"
"14040","Nannostomus marilynae","Fish"
"14041","Nannostomus minimus","Fish"
"14042","Nannostomus mortenthaleri","Fish"
"14043","Nannostomus nitidus","Fish"
"14044","Nannostomus rubrocaudatus","Fish"
"14045","Nannostomus trifasciatus","Fish"
"14046","Nannostomus unifasciatus","Fish"
"14047","Nannothrissa parva","Fish"
"14048","Nannothrissa stewarti","Fish"
"14049","Nanobagrus armatus","Fish"
"14050","Nanobagrus immaculatus","Fish"
"14051","Nanobagrus lemniscatus","Fish"
"14052","Nanobagrus stellatus","Fish"
"14053","Nanobagrus torquatus","Fish"
"14054","Nanocheirodon insignis","Fish"
"14055","Nantis indefessus","Fish"
"14056","Naziritor zhobensis","Fish"
"14057","Neblinichthys brevibracchium","Fish"
"14058","Neblinichthys echinasus","Fish"
"14059","Neblinichthys pilosus","Fish"
"14060","Neblinichthys roraima","Fish"
"14061","Nedystoma dayi","Fish"
"14062","Nemacheilus anguilla","Fish"
"14063","Nemacheilus arenicolus","Fish"
"14064","Nemacheilus banar","Fish"
"14065","Nemacheilus chrysolaimos","Fish"
"14066","Nemacheilus cleopatra","Fish"
"14067","Nemacheilus denisoni","Fish"
"14068","Nemacheilus dori","Fish"
"14069","Nemacheilus elegantissimus","Fish"
"14070","Nemacheilus fasciatus","Fish"
"14071","Nemacheilus guentheri","Fish"
"14072","Nemacheilus jordanicus","Fish"
"14073","Nemacheilus kapuasensis","Fish"
"14074","Nemacheilus keralensis","Fish"
"14075","Nemacheilus kodaguensis","Fish"
"14076","Nemacheilus longipectoralis","Fish"
"14077","Nemacheilus longipinnis","Fish"
"14078","Nemacheilus longistriatus","Fish"
"14079","Nemacheilus masyae","Fish"
"14080","Nemacheilus menoni","Fish"
"14081","Nemacheilus monilis","Fish"
"14082","Nemacheilus mooreh","Fish"
"14083","Nemacheilus nilgiriensis","Fish"
"14084","Nemacheilus olivaceus","Fish"
"14085","Nemacheilus pallidus","Fish"
"14086","Nemacheilus pantheroides","Fish"
"14087","Nemacheilus papillos","Fish"
"14088","Nemacheilus papillosus","Fish"
"14089","Nemacheilus paucimaculatus","Fish"
"14090","Nemacheilus periyarensis","Fish"
"14091","Nemacheilus petrubanarescui","Fish"
"14092","Nemacheilus pulchellus","Fish"
"14093","Nemacheilus rueppelli","Fish"
"14094","Nemacheilus selangoricus","Fish"
"14095","Nemacheilus semiarmatus","Fish"
"14096","Nemacheilus spiniferus","Fish"
"14097","Nemacheilus tebo","Fish"
"14098","Nemacheilus troglocataractus","Fish"
"14099","Nemacheilus tuberigum","Fish"
"14100","Nemachilichthys shimogensis","Fish"
"14101","Nemapteryx augusta","Fish"
"14102","Nematabramis alestes","Fish"
"14103","Nematabramis borneensis","Fish"
"14104","Nematabramis everetti","Fish"
"14105","Nematabramis steindachnerii","Fish"
"14106","Nematalosa come","Fish"
"14107","Nematalosa erebi","Fish"
"14108","Nematalosa galatheae","Fish"
"14109","Nematalosa nasus","Fish"
"14110","Nematocharax venustus","Fish"
"14111","Nematogenys inermis","Fish"
"14112","Nematogobius maindroni","Fish"
"14113","Nematolebias catimbau","Fish"
"14114","Nematolebias papilliferus","Fish"
"14115","Nematolebias whitei","Fish"
